,dist,sites,pi,xsi,pi2,theta_w,fwh,tajima,t1,t2,div
62,-5051,587467.0,0.00841670569088,0.767836325358,0.24708183176,0.0095222102964,0.00789182752429,-0.487318898972,0.011058,0.152925,0.0210650128586
47,-4951,610630.0,0.00838057674688,0.770210428553,0.250966232028,0.00944073710914,0.00806258810047,-0.471365241971,0.011208,0.152713,0.0213582692809
72,-4851,631823.0,0.00844851035479,0.768716163166,0.253939375629,0.0095590381681,0.00808433444077,-0.48765117121,0.011109,0.153975,0.0211293344164
17,-4751,655523.0,0.00852852969068,0.770690355358,0.253937591191,0.00961504995236,0.00830242171438,-0.474331731771,0.011082,0.152613,0.0210793515208
80,-4651,686627.0,0.00838883411226,0.773528451353,0.252872876152,0.00948655508677,0.00827809042081,-0.485714099093,0.011082,0.152384,0.0210842288608
40,-4551,720135.0,0.00841356134614,0.76836450046,0.245664900298,0.00950857614192,0.00790757107458,-0.483396831407,0.010986,0.153645,0.0209224641907
1,-4451,750103.0,0.0084419774772,0.770683746854,0.245407385608,0.00958112351583,0.00796275558844,-0.499073060262,0.011058,0.152580,0.0210517753815
69,-4351,780312.0,0.00837181996297,0.769480335111,0.250462412339,0.00940417867999,0.00803103843942,-0.460799176259,0.011250,0.152803,0.0214170739986
88,-4251,815307.0,0.00840151720698,0.769749606776,0.258896472833,0.00943821211238,0.00826299102831,-0.461067885851,0.011125,0.152233,0.0211993758302
34,-4151,850594.0,0.00849980626542,0.766959387676,0.255419977903,0.00954473042282,0.00816037677695,-0.459543445879,0.011166,0.152878,0.0212815997444
99,-4051,891364.0,0.00844821148145,0.76880514111,0.250141200902,0.00957238010445,0.00806494541636,-0.492967865326,0.011113,0.152481,0.0211226867363
46,-3951,934843.0,0.00844238579436,0.776330985557,0.251507131354,0.00957402021959,0.00828665183757,-0.496158428349,0.010942,0.152513,0.0208334443206
85,-3851,979249.0,0.00830647288193,0.773000376925,0.246380374457,0.00942972470051,0.00799974094348,-0.500020266,0.011085,0.152698,0.021087588886
15,-3751,1023569.0,0.00826074975739,0.774050145448,0.24967860447,0.00934444237556,0.00802276641191,-0.486814186428,0.011159,0.152321,0.0212198683889
63,-3651,1071057.0,0.00831317985288,0.770155578485,0.252448524246,0.00941936530576,0.00800683048988,-0.492967478573,0.010972,0.152239,0.0209055168511
4,-3551,1121720.0,0.00830679201302,0.772892914935,0.245556824622,0.0093869425696,0.00797208264413,-0.483029016149,0.010943,0.151579,0.0208519054844
6,-3451,1178423.0,0.00832327342737,0.771300023114,0.249249536394,0.0093909256945,0.0080192832898,-0.477238809495,0.011019,0.152603,0.0209610658244
45,-3351,1240685.0,0.00829673675599,0.772585307723,0.245347672051,0.0094401448477,0.00790100727989,-0.508438325322,0.011070,0.152212,0.0211125294261
30,-3251,1304170.0,0.00827662118637,0.76796479503,0.249363742711,0.00934371060386,0.0078085994183,-0.479399974028,0.011003,0.151860,0.0209604558025
92,-3151,1372042.0,0.00836189301862,0.770039878286,0.252019672078,0.00941625231429,0.00806447415473,-0.470033026573,0.011095,0.151887,0.02111961428
33,-3051,1447074.0,0.0083470033868,0.765438646426,0.256923675939,0.00942958543118,0.00799203872555,-0.48193355113,0.011077,0.151579,0.0210756330554
8,-2951,1521063.0,0.00834689465958,0.76965396763,0.250076693658,0.00943547704801,0.00797608459333,-0.484303220852,0.010968,0.151520,0.0208873679302
86,-2851,1608175.0,0.00830055644965,0.771550540158,0.247811800228,0.00938429019634,0.00799366680538,-0.48477699902,0.011029,0.151261,0.0209933632123
44,-2751,1698776.0,0.00830236469949,0.772834086484,0.254531639752,0.00940314248111,0.00811870533756,-0.491415062808,0.010951,0.151290,0.0208461847736
18,-2651,1794386.0,0.0082758084029,0.773159353176,0.250407016237,0.00934964901396,0.00803491077628,-0.482133325788,0.011014,0.151652,0.0209921401744
7,-2551,1898503.0,0.00827407588755,0.768082062773,0.252985854836,0.00939202612488,0.00791071240113,-0.499674017022,0.010971,0.151910,0.0209280691092
58,-2451,2006247.0,0.0082729043202,0.768911930504,0.251468347825,0.00935885783366,0.00790530889661,-0.48709394756,0.010930,0.151465,0.0208219615227
56,-2351,2122364.0,0.00822159183171,0.770929659736,0.251923863379,0.00932599969264,0.00795592201258,-0.497117646478,0.010979,0.151460,0.0208828446463
100,-2251,2252211.0,0.00826413174478,0.770295869227,0.252025329489,0.0093557676575,0.00796354767125,-0.489806226326,0.011071,0.151309,0.0210921624506
36,-2151,2395002.0,0.00821591007132,0.771192801796,0.248618402394,0.00928803729403,0.00782596883536,-0.484561565464,0.010947,0.151735,0.0208717973075
43,-2051,2550611.0,0.00820123409439,0.770736564855,0.250261334078,0.00928377645585,0.00787283852825,-0.489494201387,0.011060,0.151503,0.0210710288715
49,-1951,2723539.0,0.008181949256,0.771984739092,0.249041831325,0.00928205539754,0.00787147272613,-0.497529092999,0.010980,0.151313,0.0209334258059
70,-1851,2908236.0,0.00814923186209,0.77237562308,0.249661183964,0.00926595382868,0.00783799561753,-0.505922082768,0.010891,0.151188,0.0207720446167
57,-1751,3111610.0,0.00817631048675,0.772459254795,0.25107652429,0.00926871195679,0.00789670903602,-0.494757352197,0.010986,0.151625,0.0209380368279
97,-1651,3323947.0,0.00815837316299,0.771975552165,0.248682775312,0.00923934814723,0.00785212857238,-0.491138804079,0.011028,0.150875,0.021016580944
64,-1551,3561033.0,0.00805977248441,0.771847349495,0.248197924179,0.00918137623367,0.00770734450463,-0.512816674875,0.011011,0.150909,0.020957961038
53,-1451,3822599.0,0.00806248507061,0.771160296637,0.250200011421,0.00916212892787,0.00774539422353,-0.503833073573,0.011013,0.150766,0.0209904317934
81,-1351,4111276.0,0.00807884923011,0.771391317589,0.247556974628,0.00920131775712,0.00769412224818,-0.512101130719,0.011050,0.150989,0.0210576974903
37,-1251,4426175.0,0.00808408947609,0.77107839891,0.249780478969,0.00918135171218,0.00776905508445,-0.501690517606,0.011003,0.150483,0.0209752216627
87,-1151,4770134.0,0.00799797679743,0.771638067451,0.249434280934,0.0090945009545,0.00769047848255,-0.506141369128,0.011068,0.150594,0.0211113582977
42,-1051,5155673.0,0.00800507671738,0.772815450537,0.248099204576,0.00909726812925,0.00769448580463,-0.503988624154,0.010985,0.150787,0.0209427566519
41,-951,5562703.0,0.0079840861538,0.771894925507,0.250086367666,0.0090721459389,0.00768409107375,-0.503472911719,0.011004,0.150814,0.0209779320967
23,-851,6021731.0,0.00797329311386,0.771407804008,0.250314753138,0.00907485630183,0.00768064378495,-0.50956952254,0.011006,0.150612,0.0209791814609
66,-751,6540412.0,0.00792957128051,0.771619792253,0.248861009578,0.00903740306703,0.00758985892284,-0.514593540318,0.011025,0.150564,0.0210313971371
96,-651,7128456.0,0.00786739128804,0.774602264382,0.244366779332,0.0089786019605,0.00755940034015,-0.519543833837,0.011032,0.150420,0.0210441073394
32,-551,7804039.0,0.0078251848009,0.772058801082,0.247116457229,0.00892937808004,0.00747157945712,-0.519109218462,0.010974,0.149437,0.0209535069548
61,-451,8599830.0,0.00768996780047,0.771858624506,0.246398131607,0.00881295872537,0.00732257622955,-0.534921035104,0.010969,0.148415,0.0209271594298
2,-351,9566622.0,0.00757775370064,0.772163205059,0.246880687657,0.00869720113918,0.00721830991598,-0.540330740445,0.010846,0.146541,0.0207215266183
98,-251,10778542.0,0.00730730068765,0.773008545024,0.246379719413,0.00843306867863,0.0069878489308,-0.560401148709,0.010691,0.143603,0.0204458101404
82,-151,12405223.0,0.00694569325229,0.772553708513,0.242776168846,0.00808786510304,0.00653574480394,-0.592834665564,0.010385,0.137643,0.0198868647242
76,-51,16679916.0,0.00616828866777,0.774564274039,0.23640713986,0.00732614580025,0.00572038265893,-0.663461821337,0.009493,0.123851,0.0182295279242
78,51,16664479.0,0.0061732244027,0.773976875667,0.234995680589,0.00732772267956,0.00568749991216,-0.661394807993,0.009522,0.123976,0.0182927993199
79,151,12400534.0,0.00695782218139,0.773580211001,0.24273252373,0.00809535579448,0.00658659281542,-0.589880902825,0.010341,0.137458,0.0198068875497
74,251,10769228.0,0.00731985519052,0.773267081139,0.245897902145,0.00845664218828,0.00696883223605,-0.564308907789,0.010662,0.143609,0.0203698914074
90,351,9560282.0,0.00755957881401,0.772999531752,0.245757898163,0.00866953460334,0.00720883594145,-0.537459033804,0.010842,0.146586,0.0207173793063
65,451,8598389.0,0.00770322330454,0.771512942455,0.246859375432,0.00881879564806,0.00732956611675,-0.531035588777,0.010870,0.148553,0.0207343501963
10,551,7801691.0,0.00777419448654,0.773272896538,0.248632102849,0.00891270016596,0.00749318101389,-0.536241906153,0.011011,0.149730,0.0210087793082
31,651,7129748.0,0.00787358307164,0.772055070055,0.248711843478,0.0089731400976,0.00757170589707,-0.5144081225,0.011029,0.150062,0.0210438004246
11,751,6537912.0,0.00790691600814,0.773487884014,0.249864159589,0.00903102904978,0.00766588780162,-0.522524793841,0.010998,0.150450,0.0209944691492
22,851,6019786.0,0.00797994008075,0.772570587372,0.248855322925,0.00908528021614,0.00767904626688,-0.51073004195,0.011025,0.150550,0.0210208484257
95,951,5549598.0,0.00802428629207,0.769924907417,0.249326749125,0.00910260999475,0.00767523146752,-0.497297870356,0.011011,0.150700,0.0210065676357
28,1051,5141870.0,0.0079988869501,0.769683157836,0.248239503402,0.00910085809545,0.00759986859472,-0.508300853149,0.010972,0.150511,0.0209299363591
59,1151,4757965.0,0.00805425163246,0.773769868837,0.249980004658,0.00917706197871,0.00780341031371,-0.513612146375,0.011054,0.150560,0.0210760263031
89,1251,4415071.0,0.00804031535572,0.772745790281,0.249503127191,0.00914245184767,0.00774827623241,-0.506063179601,0.010939,0.150914,0.0208383973171
9,1351,4103095.0,0.00806598690167,0.771602876562,0.251798019381,0.00915646282145,0.00784064232852,-0.499942301472,0.011074,0.151115,0.0211242975361
39,1451,3817211.0,0.00812825467544,0.772312646228,0.248375057697,0.00923568538099,0.00782105631131,-0.503359767901,0.010987,0.151111,0.0209165798343
48,1551,3555390.0,0.00811023470517,0.77043033895,0.251098792454,0.00919150896393,0.00777059648691,-0.493832326099,0.011006,0.150859,0.0209555051651
13,1651,3318588.0,0.00813911471417,0.769658552565,0.252285478756,0.0092114601968,0.00783055540254,-0.488693027443,0.011004,0.150612,0.0209589146098
84,1751,3102568.0,0.00818457993168,0.7704763888,0.250515071465,0.0092772816843,0.00785547742861,-0.494436182265,0.010991,0.151327,0.0209578003583
38,1851,2901852.0,0.00821335732092,0.771123529708,0.249584933887,0.00929644066566,0.00787907292294,-0.489073234121,0.010978,0.150568,0.0209335267602
20,1951,2718295.0,0.00819697254113,0.771866113889,0.245663927366,0.00932080427891,0.00782253156567,-0.506146194592,0.011092,0.151230,0.0211272150043
71,2051,2546602.0,0.00817755953764,0.768926950777,0.249001400566,0.0092785789414,0.00777297575498,-0.498127831581,0.011055,0.151062,0.0210625761835
55,2151,2392362.0,0.00816650525385,0.771164488518,0.248208092055,0.009272719676,0.00779081105909,-0.500793568524,0.010981,0.150364,0.0209303613584
26,2251,2252340.0,0.0082117661959,0.767478669443,0.25475396048,0.00927789206405,0.00786840383283,-0.482375201766,0.010992,0.151339,0.020937337251
54,2351,2125163.0,0.00824106940949,0.773289368872,0.251312002834,0.00933533604641,0.0080013859513,-0.492060293448,0.010974,0.151219,0.0208976909893
101,2451,2007718.0,0.00827294575496,0.769828583277,0.250563017849,0.00936056482959,0.00792830433421,-0.487752070827,0.010893,0.151534,0.020747438466
73,2551,1893591.0,0.00831510355888,0.772537473191,0.249406492599,0.00938870222047,0.00804374563773,-0.480020669298,0.011018,0.151609,0.0209918614595
29,2651,1787320.0,0.00826999141319,0.771211018835,0.25243710426,0.00937036833111,0.00800488797942,-0.492955159472,0.011060,0.151665,0.021065619851
19,2751,1690534.0,0.0082988165745,0.768335944012,0.24960548311,0.00938045869591,0.00785839896394,-0.48403996217,0.010951,0.152320,0.0208159088986
94,2851,1600743.0,0.00829831423349,0.770069095895,0.245710075156,0.00938982525636,0.00788688154425,-0.487968043243,0.010973,0.151691,0.0208821777425
83,2951,1517206.0,0.00826792281685,0.776326436734,0.242269978698,0.00939964184828,0.00793099091828,-0.505413815743,0.010980,0.151699,0.0209075098141
52,3051,1440182.0,0.0082070036616,0.770292606209,0.247443289395,0.0093093290197,0.00782884396409,-0.497061365582,0.010930,0.151435,0.0207779286417
91,3151,1366493.0,0.00827846403743,0.772779465903,0.252994319466,0.00933423272136,0.00803495449277,-0.474796722552,0.011117,0.152252,0.0211753730842
3,3251,1296277.0,0.00833285592021,0.769690603777,0.250688090806,0.00942865470741,0.0079445245513,-0.487862820189,0.011077,0.151891,0.0210903974313
50,3351,1233338.0,0.00821626051884,0.774787736575,0.244553083202,0.00937113878199,0.00781755123157,-0.517319924947,0.011192,0.151195,0.0213274881257
25,3451,1170862.0,0.00833751453832,0.773737248891,0.253364985805,0.00943712465942,0.00820758281137,-0.48911764527,0.011008,0.152195,0.020954645691
12,3551,1115107.0,0.00830011922859,0.767637632224,0.250121824199,0.00939837525646,0.0078990791309,-0.490527975289,0.011089,0.151766,0.0211253261005
51,3651,1064769.0,0.00831341178969,0.771950870132,0.253791302209,0.00938525008512,0.00811386818105,-0.479396800403,0.011075,0.151820,0.0211144399151
93,3751,1017424.0,0.0083476194989,0.769728193592,0.247377134081,0.009441051746,0.00795086249318,-0.486163243397,0.011131,0.151767,0.0211907727988
24,3851,972823.0,0.00842614470301,0.769724371274,0.249645160614,0.00950128472582,0.00800363630816,-0.474998474578,0.011105,0.151765,0.0211292294487
16,3951,928588.0,0.00834866315422,0.766159969391,0.248133842073,0.00940417326502,0.00781124458459,-0.471139576333,0.011197,0.152407,0.0213248502554
35,4051,891806.0,0.00832683459478,0.769970239757,0.249765122625,0.00944310577902,0.00797114001263,-0.496205448126,0.011177,0.151899,0.0212938702521
68,4151,855031.0,0.0083497742064,0.770980925857,0.24922442165,0.0094536629177,0.0079789770353,-0.490151692718,0.011156,0.152278,0.021233147045
67,4251,816731.0,0.00823687422948,0.77033338775,0.243796697773,0.00929647795126,0.00777567585385,-0.478440793161,0.011013,0.152427,0.020961612433
75,4351,777899.0,0.0083763681674,0.769526639203,0.244596611482,0.00941994307552,0.00793410813053,-0.465025999169,0.011080,0.151987,0.0210824293449
14,4451,744488.0,0.00835918178173,0.769610409765,0.245197341975,0.00942962754538,0.00791741703942,-0.476508222862,0.011252,0.153500,0.0214147167369
27,4551,713239.0,0.00845910439263,0.767988285708,0.249757938338,0.00955506285355,0.00805896899607,-0.481459387049,0.011005,0.152318,0.0209228600063
5,4651,684182.0,0.00845824495144,0.7713635905,0.251457335539,0.00954023140178,0.00818017638705,-0.476058451763,0.010976,0.152423,0.0209271800588
21,4751,655324.0,0.00846576012701,0.766619510364,0.256615587768,0.00958183942985,0.00814067702115,-0.488924610457,0.011080,0.153103,0.0210613366365
60,4851,630488.0,0.00837035005132,0.769102315361,0.251978259332,0.00950685388995,0.00799687554235,-0.501796669405,0.011317,0.153888,0.0215087344295
0,4951,607492.0,0.00838088576085,0.772192972298,0.253084082807,0.00948625531476,0.00805487594275,-0.489107778491,0.011117,0.153371,0.0211294957646
77,5051,583436.0,0.00848616959205,0.765838729026,0.24860600789,0.00955563086988,0.00794802792459,-0.469781600391,0.010962,0.153331,0.0208797514929
